"","Incident ID","Date","Time","Location","Infraction Categories","Infractions","Status","Description","Support:Called Guard?","Support:Special Duty Officer assisted?","Support:Called Police (911)?","Support:Did police respond?","Support:Filled out online police report?","Support:Called EMT?","Support:Called crisis line?","Support:Did crisis line respond?","Support:Called Fire Dept?","masked_reporter","Followup_binary","Date2","time_parsed","time_24h","time_12h","Location_Standard","hour_group","hour_label"
"1467","23643","8/3/2024","11:42 pm","Murphy-Wilmot Library","###############################################################################################################################################################################################################################################################","Medical 911    Called 911 for medical","Submitted","Staff called 911 for individual who was experiencing symptoms of stroke or mental health crisis.  TFD determined that the man needed medical attention.  Man resisted paramedics requiring them to get a court order to restrain him.  During the restraint process, the man got into an altercation with paramedics immediately in front of the main entry doors.  L3 KK locked the front doors until the man could be restrained.","Yes","No","No","No","No","Yes","No","No","No","ID_0028",0,2024-08-03,0-01-01 23:42:00,"23:42:00","11:42:00 PM","Murphy-Wilmot",0-01-01 23:00:00,"23:00-23:59"
"1468","23647","8/5/2024","10:15 am","Valencia Library","Medical 911~Incident Impact Level - Staff Traumatic Stress","Medical 911    Called 911 for medical~Incident Impact Level - Staff Traumatic Stress    Green - Low Impact","Submitted","At approximately 10:15a, VAL Team member KG informed in-charge Librarian LAC that a patron needs to call 911. On the portable phone, distressed patron (Jasmine or Jazmin) informed LAC and police that she had been shot at from a neighboring apartment complex. The following information was gathered:

Jasmine or Jazmin was wearing grey joggers and a black shirt with neon colored seams
Distressed patron was smaller than 5'5""
Shooter was described as wearing all black attire with black face mask

In-charge Librarian LAC informed Librarian RL about the incident and remarked that when she and another VAL Team member LW were on a walk-around they heard something similar to a gunshot. These instances were individually explicated to the police when they arrived onsite to two police officers. VecSec guard remained on the lookout for offsite shooter and was instructed to lock the double doors if the shooter, as described, approached VAL.","Yes","No","Yes","No","No","No","No","No","No","ID_0109",1,2024-08-05,0-01-01 10:15:00,"10:15:00","10:15:00 AM","Valencia",0-01-01 10:00:00,"10:00-10:59"
"1469","23646","8/5/2024","10:30 am","Himmel Park Library","Use and preservation of library materials and property","Use and preservation of library materials and property    Use and preservation of library materials and property: Other not listed: Bed bugs","Submitted","1 book checked out to patron CLB was returned with evidence of bed bugs; they were noticed quickly and all appropriate remediation steps were taken. Holds/messages placed on customer's other checked out items.","No","No","No","No","No","No","No","No","No","ID_0019",0,2024-08-05,0-01-01 10:30:00,"10:30:00","10:30:00 AM","Himmel Park",0-01-01 10:00:00,"10:00-10:59"
"1470","23649","8/5/2024","04:30 pm","Himmel Park Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.4 Vandalizing property","Submitted","Staff noticed graffiti on the left (north facing) side of the Waste Management dumpster that is for library use, which is located in the parking lot to the west of Himmel. There is a small tag in black permanent marker on a USPS sticker stuck to side of the dumpster and a larger tag in white paint on the side slot that allows the dumpster to be picked up.","No","No","No","No","No","No","No","No","No","ID_0070",0,2024-08-05,0-01-01 16:30:00,"16:30:00","04:30:00 PM","Himmel Park",0-01-01 16:00:00,"16:00-16:59"
"1471","23658","8/5/2024","06:17 pm","Eckstrom-Columbus Library","Children in the Library","Children in the Library    Children in the Library: Other not listed: not picked up on time","Submitted","For documentation purposes: LIB KV checked with children in the library prior to closing to make sure everyone had a plan to get home or a ride.  A group of three minors said their parent knew when the library closed and that they were going to be picked up.  LIB KV asked them to please call or text to remind them that the library closes at 6:00 pm and they must be picked up by that time.  At closing the minors were still standing outside waiting for their ride.  When staff walked out around the staff exit, LIB KV asked the minors again if they had a way to get home and one responded that her mother was on the way just passing the Swap Meet.  It was about 6:10 at this point. LIB KV let the children know that it is very important to be picked up by 6:00 pm since the area is not safe and library staff would have to call the police if they are not picked up within 15 minutes of closing.  LIB SG said she would stay with Guard CS to wait for the parent.  Parent showed up around 6:18 pm for the kids and LIB SG approached the vehicle to inform the parent about the library's policy.
LIB SG approached the parent driving a pickup truck who seemed agitated. SG explained to the parent that minors are not allowed to be by themselves after closing, and if the unattended minors are not picked up within the first 15 minutes after closing, it is required policy to call the cops to report it. However, no further actions were taken in her case since the kids informed library staff that a parent was on their way. The parent's response was that she wasn't going to let her kids come to the library anymore and started yelling at the kids while they were entering the car. The parent abruptly ended the conversation accelerated the car, and recklessly drove out of the parking lot.","No","No","No","No","No","No","No","No","No","ID_0104",0,2024-08-05,0-01-01 18:17:00,"18:17:00","06:17:00 PM","Eckstrom-Columbus",0-01-01 18:00:00,"18:00-18:59"
"1472","23648","8/6/2024","10:16 am","Miller-Golf Links Library","###############################################################################################################################################################################################################################################################","Medical 911    Called 911 for medical","Submitted","Patron asked LTA Sup SG to call 911 for a medical emergency. SG called 911 around 10:05AM. Ambulance came around 10:15AM came to take the patron away. Patron left a wheelchair in the GLF breezeway and signed a waiver absolving PCPL of any loss or damages.","No","No","No","No","No","Yes","No","No","No","ID_0003",0,2024-08-06,0-01-01 10:16:00,"10:16:00","10:16:00 AM","Miller-Golf Links",0-01-01 10:00:00,"10:00-10:59"
"1473","23650","8/6/2024","11:30 am","W. Anne Gibson-Esmond Station Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling","Submitted","Sarah Brownin called to say that she had just attended storytime with her children and that the sign with the Pride flag and the message ""All Are Welcome"" should not be in the storytime room. She said that it's bad enough that she has to keep her children away from displays in the library, but a sign in the storytime room is not okay. L3 MMM asked, ""What part of the message is not okay?"" Sarah then raised her voice, got more excited and yelled that while it's true that all should be welcome in the library, everyone knows that the flag makes that message a political and divisive topic. L3 MMM attempted to speak again, but Sarah yelled, ""Stop. Let me finish!"" She went on to say (in her raised tone) that the sign does not make her family feel welcome and does not go along with her religious beliefs. She is concerned that she can't take her kids to the library anymore because she is not ready to have ""those conversations"" with them, and she said that many families are ""against it."" L3 MMM could hear Sarah's children were with her during the call as she went on about her family's belief system and how the library should not be taking a stance. L3 MMM heard her out until Sarah managed to finish yelling about her opinions and stopped to take a breath. L3 MMM would not agree to remove the sign but thanked her for calling. Sarah thanked her for taking the call.","No","No","No","No","No","No","No","No","No","ID_0116",0,2024-08-06,0-01-01 11:30:00,"11:30:00","11:30:00 AM","W. Anne Gibson-Esmond Station",0-01-01 11:00:00,"11:00-11:59"
"1474","23651","8/6/2024","12:10 pm","Himmel Park Library","Disruptive Personal Behavior~Use and preservation of library materials and property","Disruptive Personal Behavior    2.4 Sleeping    2.13 Failing to comply with staff request about behavior~Use and preservation of library materials and property    3.7 Activities not associated with a public library","Submitted","Unknown patron was asked to leave after having to be woken up multiple times to make sure he was ok. He was understanding and we told him he could come back tomorrow.","Yes","No","No","No","No","No","No","No","No","ID_0019",1,2024-08-06,0-01-01 12:10:00,"12:10:00","12:10:00 PM","Himmel Park",0-01-01 12:00:00,"12:00-12:59"
"1475","23653","8/6/2024","01:07 pm","Flowing Wells Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling","Submitted","Unknown young man came into the library and shouted for someone to call 911. L1 PC offered the phone for patron to call. Patron then began to elaborate on the situation by stating his grandfather threatened violence against him, though the patron did not use the library phone (or his own phone in his hand) to make the call. LI PC requested assistance from LIII AG. Patron paced and left the library, shouting frustrations against his grandfather. Outside the library, LIII AG and LI PC spoke to him some more but patron stormed off before long and never placed a phone call. 
This is for documentation purposes.","No","No","No","No","No","No","No","No","No","ID_0042",0,2024-08-06,0-01-01 13:07:00,"13:07:00","01:07:00 PM","Flowing Wells",0-01-01 13:00:00,"13:00-13:59"
"1476","23652","8/6/2024","01:09 pm","Joel Valdez Main Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating    1.1.7 Harassing or stalking    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment~Disruptive Personal Behavior    2.7 Not wearing shoes or shirt","Submitted","At about 12:15pm, a woman entered the library. She was not wearing a shirt, but only a bra, sweatpants, and shoes. She did not make any sound, but behaved erratically and in a threatening and aggressive manner, making hand gestures, staring, stamping her feet, and standing close beside patrons and staff members. Guards J and M were downstairs, joined by ICMG. Guard J told her she needed to put a shirt on. She continued to make aggressive movements and behave erratically. G J, after conferring with ICMG, called 911 from her phone. Meanwhile, we got her a shirt and eventually she put it on. We watched her carefully, and eventually she left the building. Guard J cancelled the 911 call.","Yes","No","Yes","No","No","No","No","No","No","ID_0095",0,2024-08-06,0-01-01 13:09:00,"13:09:00","01:09:00 PM","Joel D. Valdez-Main",0-01-01 13:00:00,"13:00-13:59"
"1477","23654","8/6/2024","02:15 pm","Sam Lena-South Tucson Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using~Disruptive Personal Behavior    2.3 Inappropriate use of water fountains or restrooms","Submitted","Librarian 1 DW was working at the front desk when an Elementary school-aged boy mentioned that ""someone was hogging the bathroom"" almost immediately a library patron who was sitting on the far wall mentioned that he smelled the odor of drugs being smoked. A line had formed outside of the men's room and a man had been holed up in there for some time by the account of those waiting in line. DW entered the bathroom and asked why it smelled like smoke. The man in the stall claimed it had smelled that way when he arrived. DW summoned Guard GW and told the man in the stall to come out. Eventually he came out and GW followed him while DW went to print out a suspension letter. The man in the stall left the library before DW could issue him the suspension letter.","Yes","No","No","No","No","No","No","No","No","ID_0110",1,2024-08-06,0-01-01 14:15:00,"14:15:00","02:15:00 PM","Sam Lena-South Tucson",0-01-01 14:00:00,"14:00-14:59"
"1478","23657","8/6/2024","04:00 pm","Murphy-Wilmot Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.7 Harassing or stalking    1.1.7.1 Harassment: Filming or photographing without permission","Submitted","DSC worker told L1 JM that a woman in the library had been following her and the family that the DCS worker was assisting.  She also said that the woman was taking photos of them.  L3 KK and L1 JM spoke to the woman accused of following the group making her aware that photographing was not allowed in the library and she shouldn't follow people.  The woman said that everyone was stalking her and that she had a right to take photos but she hadn't taken photos.  KK said she was glad no photos had been taken and showed her a sign reiterating that photographing is prohibited.  The women said that she was being harassed but seemed to comply.","Yes","No","No","No","No","No","No","No","No","ID_0028",0,2024-08-06,0-01-01 16:00:00,"16:00:00","04:00:00 PM","Murphy-Wilmot",0-01-01 16:00:00,"16:00-16:59"
"1479","23659","8/6/2024","04:40 pm","Murphy-Wilmot Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.3 Theft~Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling","Submitted","At approx 4:35 a patron walked by the front desk stating loudly that his cell phone had been stolen. Librarian 1 JM told him that he could use the courtesy phone in the lobby to call his cell. The patron attempted this and walked away muttering that this number is not active in pima county. Around 5 minutes later the patron came back to the front desk and reiterated that his f*ing phone was f*ing stolen. JM asked if he had been with his phone at all times and he replied that he had, but that he may have fallen asleep for a while. JM informed him that the library was not responsible for personal property and he told her to look at the f*ing cameras.  JM informed him that there were no interior cameras and that his language was inappropriate. Patron left while continuing to mutter the f word.","No","No","No","No","No","No","No","No","No","ID_0057",0,2024-08-06,0-01-01 16:40:00,"16:40:00","04:40:00 PM","Murphy-Wilmot",0-01-01 16:00:00,"16:00-16:59"
"1480","23660","8/6/2024","04:45 pm","Himmel Park Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior~Use and preservation of library materials and property","Dangerous, Threatening, or Illegal Conduct    1.1.7.2 Harassment: Conduct, stares, or gestures causing fear of safety, distress, alarm, harassment    1.1.7.3 Harassment: Profane, offensive, abusive language    1.1.6 Disorderly conduct, fighting, violence, threatening, intimidating    1.1 Any criminal offense~Disruptive Personal Behavior    2.1 Disruptive behavior    2.1.1 Disruptive: Shouting or yelling    2.1.3 Behaving in a way that could hurt oneself or others    2.13 Failing to comply with staff request about behavior~Use and preservation of library materials and property    3.7 Activities not associated with a public library","Submitted","Three grown men started physically fighting each other, 2-on-1 (7048 vs. 7049 and 7050), directly outside the front entrance. The fight did not involve weapons but was at a level of intensity where blood was present on one participant's face (punching, kicking, grappling, etc.). LA DB went outside with security guard DT and told them to stop fighting or we would call 911; this was ignored so I called and described the situation. The men eventually stopped fighting and left property while I was on the phone (~3 minutes later) so I canceled the call. Cops said they would drive around the block to take a look.","Yes","No","Yes","No","No","No","No","No","No","ID_0019",1,2024-08-06,0-01-01 16:45:00,"16:45:00","04:45:00 PM","Himmel Park",0-01-01 16:00:00,"16:00-16:59"
"1481","23673","8/7/2024","12:34 pm","Sahuarita Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.3 Theft","Submitted","We noticed the TV Notas magazine was going missing (with the plastic left on the shelf), so LIB III BL checked the security cameras. I saw this gentleman take three magazines out of the plastic, curl them up and place them in his bag. He then proceeded to walk by the front desk, not engaging with anyone. We confirmed in Sierra that they were not checked out. We will try to have a conversation with him, letting him know that this is considered theft and he needs to check them out in the future.","No","No","No","No","No","No","No","No","No","ID_0023",0,2024-08-07,0-01-01 12:34:00,"12:34:00","12:34:00 PM","Sahuarita",0-01-01 12:00:00,"12:00-12:59"
"1482","23661","8/7/2024","04:40 pm","Murphy-Wilmot Library","Use and preservation of library materials and property","Use and preservation of library materials and property    3.7 Activities not associated with a public library","Submitted","L1 JD was working in the children's section when a woman looked at the child she was with and said ""That looks like a nit.""  The woman proceeded to pick something from the child's hair and began to inspect the child's hair in the children's room.  JD made L3 KK aware.  KK and L2 KVN approached the woman, child and the man who was with them.  As they approached the woman was parting the child's hair with her thumbnail, inspecting the scalp, and then parting a different section.  KK made the woman aware that staff had overheard her talking about nits.  The woman said that she had checked and the child did not have any.  KK asked that they discontinue checking for nits in the library and, if nits were found, to address them before their next visit.  Woman said that she would comply.  At about 5:50pm, the child's mother approached KK expressing anger that someone had accused her child of having nits.  KK explained the situation and, after a few minutes of discussion and venting, the mother calmed down saying that she would ask the child's adult sister who had been checking for nits to not do this in the library in the future.","No","No","No","No","No","No","No","No","No","ID_0028",0,2024-08-07,0-01-01 16:40:00,"16:40:00","04:40:00 PM","Murphy-Wilmot",0-01-01 16:00:00,"16:00-16:59"
"1483","23667","8/7/2024","05:50 pm","Quincie Douglas Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.7.3 Harassment: Profane, offensive, abusive language~Disruptive Personal Behavior    2.1 Disruptive behavior    2.1.1 Disruptive: Shouting or yelling","Submitted","Patron came in the library last minute to do a print job for her daughter, regarding a school project. Patron notified staff (BC) of printer not printing up her print job. Staff member approached patron to exam and investigate why the printer was not working; staff member communicated with patron that library will soon be closing but is welcomed to come back to the library when staff can assist her with her print job. Patron immediately got upset and frustrated and proceeded to call attending staff member an ""ugly black b****."" The time was then 5:59, the computer automatically logged her off and patron then became irater at the situation, which exacerbated the existing tension between the staff member and patron. The library was then closed, patron approached the desk and ask for the staff member's name, stating that she was going to get reported. Staff member BC proceed to give the patron her name and walked off. The present security guard Robert Phillips, prior to shutting the library doors for the evening, wished the offending patron a good evening, to which the patron responded by saying, ""f*** you!""","No","No","No","No","No","No","No","No","No","ID_0131",1,2024-08-07,0-01-01 17:50:00,"17:50:00","05:50:00 PM","Quincie Douglas",0-01-01 17:00:00,"17:00-17:59"
"1484","23665","8/8/2024","11:40 am","Joel Valdez Main Library","###############################################################################################################################################################################################################################################################","###############################################################################################################################################################################################################################################################","Submitted","Patron asked LIC AK to call 911 for a medical emergency. El Rio nurses were on site and checked patron.  AK called 911 around 11:40AM. Ambulance came around 11:55AM came to take the patron away.","No","No","No","No","No","Yes","No","No","No","ID_0093",0,2024-08-08,0-01-01 11:40:00,"11:40:00","11:40:00 AM","Joel D. Valdez-Main",0-01-01 11:00:00,"11:00-11:59"
"1485","23663","8/8/2024","12:50 pm","Himmel Park Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.3 Inappropriate use of water fountains or restrooms    2.8 Smoking, rolling, using tobacco, marijuana, e-cigarettes","Submitted","An individual spent at least 20 minutes in the restroom. She came out talking loudly and whooped as soon as she stepped outside the library. HR checked the bathroom and found one of the toilets  speckled with what looks like ash. It seems likely that she may have been smoking something while there. The stall was placed out of order.","No","No","No","No","No","No","No","No","No","ID_0009",0,2024-08-08,0-01-01 12:50:00,"12:50:00","12:50:00 PM","Himmel Park",0-01-01 12:00:00,"12:00-12:59"
"1486","23664","8/8/2024","01:20 pm","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct~Incident Impact Level - Staff Traumatic Stress","Dangerous, Threatening, or Illegal Conduct    1.1.7 Harassing or stalking~Incident Impact Level - Staff Traumatic Stress    Yellow - Moderate Impact","Submitted","A patron identified as Kevin Sahwn Burch,(21152042330963) approached the service desk requesting to speak with an in-charge librarian about an incident that happened earlier. L1 SG, responded that she was the person in charge at the moment. before the patron started to share the details of the incident, demanded SG to cover herself, when SG asked him to repeat what he said, thinking that she didn't hear right, the patron repeated twice raising his voice ""cover yourself, you look offensive,"" using his hands to refer to the chest area. SG responded, ""I'm sorry that my attire is offensive to you but I am not going to cover myself."" The patron reacted surprised and demanded SG to give him the address to Main Library since he wanted to go there in person to speak with someone in charge of all libraries to file a complaint. SG gave him a brochure with the information, the patron snatched the paper out SG hands and left. For documentation purposes.","No","No","No","No","No","No","No","No","No","ID_0067",0,2024-08-08,0-01-01 13:20:00,"13:20:00","01:20:00 PM","Eckstrom-Columbus",0-01-01 13:00:00,"13:00-13:59"
"1487","23709","8/8/2024","06:00 pm","Administration - 4th Floor","Dangerous, Threatening, or Illegal Conduct~Use and preservation of library materials and property","Dangerous, Threatening, or Illegal Conduct    1.1.7.3 Harassment: Profane, offensive, abusive language~Use and preservation of library materials and property    Use and preservation of library materials and property: Other not listed: Infestation - Requires proof of treatment","Submitted","On July 18, patron Tara Lester contacted AskALibrarian with a request to removal of book titles from her account, and clarifying she wasn't asking for the fee to be removed. Patron also indicated that they are a regular computer user at the library. AskALibrarian forwarded the request to Manager VS, and Manager HR (HIM). 
Manager VS addressed the request by marking the items as ""lost"" in the patron's account. This removed the item titles from the patron's visible list of checked out items, but kept the cost of replacement added to the patron's account. 
Patron responded via email, writing, ""Much appreciated, finally getting those damn books out of my sight every time I log in to my account!""
While checking the patron's account, VS, noticed notes in the patron's record referencing borrowing issues at HIM, and the patron P Type was set to (40) Suspended. VS updated the patron's P Type to (44) Infestion req. treatment proof, and updated the message.
Manager HR contacted VS as well, forwarding her emails from one year ago, where Manager MS from Main Library had corresponded with the patron (9/11/23) about a bed bug issue in materials she had returned to Main Library. The patron replied to MS, saying: ""You are fucking crazy. All of you are. I do not have bedbugs. I think I would know if there were bugs biting me and there are not. Plus I have looked and looked for them. Found nothing. Whoever said there was a bedbug on a book I returned is a liar. I just can't figure out why. It makes no sense. I do not have the money to PAY for some kind of examination from an exterminator. So you can kindly shove your library . I don't give a fuck."" 
RECOMMENDED COURSE OF ACTION:
Document any further incidents with this patron in PITS.
If patron asks about renewing borrowing privileges, Managers are encouraged to use their judgement to decide what course of action they would like to take. Circulation Services recommends two possible courses of action, based on their assessment of the patron's needs, behavior, and situation: 
---CONSERVATIVE APPROACH: explain to the patron that they will need to bring proof of treatment before we can allow them to check out books again.
---2ND CHANCE APPROACH: If you think there has been a situational or personal change that may have caused the patron to no longer have a bed bug issue, for example, a change of address that they have shown proof for, then branch managers are welcome to talk to the patron about this. it's important to note that 1) bed bugs can move with a person to a new address 2) the patron still owes money to the library that they will also have to resolve through payment or replacement, before they can use their account again. 3) reinstating this patron's privileges is risky, given their borrowing history, and may result in further loss of library materials, and a reinstatement of suspended borrowing privileges. Staff will need to carefully monitor her returns.","No","No","No","No","No","No","No","No","No","ID_0034",1,2024-08-08,0-01-01 18:00:00,"18:00:00","06:00:00 PM","Administration - 4th Floor",0-01-01 18:00:00,"18:00-18:59"
"1488","23666","8/9/2024","08:00 am","Himmel Park Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.4 Vandalizing property","Submitted","Sometime between 6pm last night and 8am this morning, someone spray painted ""Free Gaza now"" in red paint on the west side of the building.","No","No","No","No","No","No","No","No","No","ID_0009",0,2024-08-09,0-01-01 08:00:00,"08:00:00","08:00:00 AM","Himmel Park",0-01-01 08:00:00,"08:00-08:59"
"1489","23668","8/9/2024","12:40 pm","Woods Memorial Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.4 Sleeping","Submitted","At ~12:40pm two patrons, presenting male and female, were found sleeping in the magazine lounging area by LTA JP, who then alerted IC LII VV. VV saw that someone was sleeping at computer 11 and woke him up first letting him know he cannot sleep in the library and the patron moved to computer 18. VV then went to wake up the other two patrons by the lounging area, but they were unresponsive. VV went to go grab Security Guard BG to help wake up the patrons, when they attempted to wake up both patrons again, the male bobbed his head but was still unresponsive to getting up, the female did not respond at all. VV then went to the front desk to let other IC staff members know the patrons were unresponsive after multiple attempts while Guard BG continued to monitor patron behavior. LHN said to call the Fire Department to check on them since they were unresponsive, VV called and was directed to call 911. Fire Department EMT team arrived at ~12:48pm, LHN and Guard BG directed EMT to lounging area and EMT attempted to wake patrons again, letting them know they needed to show them they could move and were responsive. EMT then asked again for patrons to move, female patron was asked to put on shoes and complied. Patrons were then asked if they had taken any drugs, fentanyl, alcohol, male patron responded they had been drinking. EMT were able to ensure patrons could move and were responsive and asked to leave for the day. Patrons were walked out and once towards the front of the library tried to sit at Job Help station, EMT stated to keep moving. Patrons and EMT left library property at ~1:07pm.","Yes","No","Yes","Yes","No","Yes","No","No","No","ID_0024",1,2024-08-09,0-01-01 12:40:00,"12:40:00","12:40:00 PM","Woods Memorial",0-01-01 12:00:00,"12:00-12:59"
"1490","23669","8/9/2024","02:10 pm","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","Male patron hanging out in café area leaves out West entrance at 1:55pm. KW begins In Charge shift at 2pm and walks around the building as Guard CS is on lunch hour.  As KW walks up to the employee entrance same male runs by her smelling strongly of chemical drug smell.  KW walks back into the entrance of the lobby and the chemical smell is pervasive, having not been there minutes before. Male comes walking out of café with his belongings, and KW says that he needs to leave and he acknowledges and says ok.","No","No","No","No","No","No","No","No","No","ID_0015",1,2024-08-09,0-01-01 14:10:00,"14:10:00","02:10:00 PM","Eckstrom-Columbus",0-01-01 14:00:00,"14:00-14:59"
"1491","23671","8/9/2024","02:45 pm","Eckstrom-Columbus Library","Disruptive Personal Behavior","Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling    2.8 Smoking, rolling, using tobacco, marijuana, e-cigarettes    2.13 Failing to comply with staff request about behavior","Submitted","Isaiah Fletcher Elmo 21152042427785 came in with Chance Pruyn PITs 0000023670  and participated in disruptive volume, language and refusal to comply with staff requests. He did not behave in as elevated a manner as Chance, but did refuse to comply with staff requests, used inappropriate language and shared in the vaping.  He is suspended for 1 week.","No","No","No","No","No","No","No","No","No","ID_0015",1,2024-08-09,0-01-01 14:45:00,"14:45:00","02:45:00 PM","Eckstrom-Columbus",0-01-01 14:00:00,"14:00-14:59"
"1492","23670","8/9/2024","02:49 pm","Eckstrom-Columbus Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior    2.1.1 Disruptive: Shouting or yelling    2.1.2 Disruptive use of personal devices    2.8 Smoking, rolling, using tobacco, marijuana, e-cigarettes    2.13 Failing to comply with staff request about behavior","Submitted","Youth Chance Pruyen 21152042427769 came in with two other youth (Isaiah and Mia) to use the computers.  They immediately had problems with volume and language which they were asked to correct.  On the third ask in a half hour, LA NG told them they needed to leave for the day.  LTA ML came into IC LIB III KW's office to ask for back-up with getting the youth to leave.  When KW went to the lobby she found Chance and his two friends arguing with NG about leaving and begging for another chance, interspersed with inappropriate language thrown in.  KW informed Chance and Isaiah that they needed to leave for the day or they would be suspended for a longer time.  The 2 boys finally removed themselves and Mia was able to stay because she was attempting to calm them down and make them behave.  A few minutes later the boys were back in the lobby getting a drink of water and Guard CS saw them share a vape and  inhale it right in front of him as he was telling them that they needed to stay out for the day.   They began arguing their case that it was too hot and they had to wait for another friend's sister to pick them up.  KW told them that they should have considered that when they were asked to follow library rules and they needed to leave.  After much debate, and many interspersed ""bitches"" and ""fucks"" Chance proceeded to strew his snack all over the porch.  KW went to get a broom so that he could clean up the mess and he started playing very loud rap music laden with inappropriate language and refused to turn it off.  He did attempt to sweep up his mess before KW told him that he needed to leave the property immediately and he would be suspended for 6 months.","Yes","No","No","No","No","No","No","No","No","ID_0015",1,2024-08-09,0-01-01 14:49:00,"14:49:00","02:49:00 PM","Eckstrom-Columbus",0-01-01 14:00:00,"14:00-14:59"
"1493","23672","8/9/2024","05:00 pm","Nanini Library","Dangerous, Threatening, or Illegal Conduct~Disruptive Personal Behavior","Dangerous, Threatening, or Illegal Conduct    1.1.10 Remaining inside the library after closing, including emergency closures~Disruptive Personal Behavior    2.3 Inappropriate use of water fountains or restrooms","Submitted","At 4:55, Lib II SW was locking the restrooms and there was a man in the last stall of the men's restroom. The man was still there when staff were leaving at 5:05. LA SB went into the restroom and told the man that the library was closed and he needed to leave the building. SB thought the man was cleaning up. Staff left the building and at 5:12, SW called 911. Deputies arrived at 5:24 and told SW that the man was Chris Possert. Deputies told SW that Chris had ""made himself quite at home"" in the stall. SW told Chris that he needs to leave when the library closes, and he would be suspended if this happened again. However, upon further review of his incidents and camera footage showing how long it took deputies to get him out of the building, SW decided to suspend him now. Camera images indicate that Chris may have been in the restroom from 2:41 until deputies removed him at 5:40.","No","No","Yes","Yes","No","No","No","No","No","ID_0038",1,2024-08-09,0-01-01 17:00:00,"17:00:00","05:00:00 PM","Nanini",0-01-01 17:00:00,"17:00-17:59"
"1494","23674","8/12/2024","01:55 pm","Sam Lena-South Tucson Library","Dangerous, Threatening, or Illegal Conduct","Dangerous, Threatening, or Illegal Conduct    1.1.8 Illegal drugs or alcohol: possessing, selling, or using","Submitted","Around 1:55 pm Guard GH was notified by library patron of an odor coming from men’s public restroom. Guard and LTA Sup GG went to the restroom and verified odor as drug use. Identifying the culprit was unsuccessful. LTA Sup GG place air filter system, then locked the restroom for about an hour. Librarian DG reopened the restroom at 3:00 pm.","No","No","No","No","No","No","No","No","No","ID_0126",0,2024-08-12,0-01-01 13:55:00,"13:55:00","01:55:00 PM","Sam Lena-South Tucson",0-01-01 13:00:00,"13:00-13:59"
"1495","23683","8/13/2024","10:30 am","Oro Valley Library","###############################################################################################################################################################################################################################################################","Medical 911    Called 911 for medical","Submitted","Friends of Oro Valley Public Library called 911 for one of their volunteers who requested assistance for possible heart issues. Volunteer was transported to the hospital.","No","No","No","No","No","Yes","No","No","No","ID_0033",0,2024-08-13,0-01-01 10:30:00,"10:30:00","10:30:00 AM","Oro Valley",0-01-01 10:00:00,"10:00-10:59"
